Prod_Desc_norm,ocorrencias,exemplos,subcats
areia fina lavada,2,"['AREIA FINA LAVADA', 'Areia fina lavada']","['Areia, Pedra Brita, Gesso, Cal e Argila']"
arame farpado para cerca rolo com 500m,2,"['Arame farpado para cerca, rolo com 500m.']",['Cercados e Segurança']
araldite profissional,2,['Araldite profissional'],"['Adesivos e Colas', 'Outros - Ferragens']"
ar condicionado split on off piso teto 60 000 btu h ciclo frio 60hz classificacao energetica c selo procel gas hfc controle s fio,2,"['AR CONDICIONADO SPLIT ON/OFF, PISO TETO, 60.000 BTU/H, CICLO FRIO, 60HZ, CLASSIFICACAO ENERGETICA C - SELO PROCEL, GAS HFC, CONTROLE S/FIO']",['Ar Condicionado']
ar condicionado split on off hi wall parede 18000 btus h ciclo frio 60 hz classificacao energetica a selo procel gas hfc controle s fio,2,"['AR CONDICIONADO SPLIT ON/OFF, HI-WALL (PAREDE), 18000 BTUS/H, CICLO FRIO, 60 HZ, CLASSIFICACAO ENERGETICA A - SELO PROCEL, GAS HFC, CONTROLE S/ FIO']",['Ar Condicionado']
ar condicionado split on off cassete teto 48000 btus h ciclo quente frio 60 hz classificacao energetica a selo procel gas hfc controle s fio,2,"['AR CONDICIONADO SPLIT ON/OFF, CASSETE (TETO), 48000 BTUS/H, CICLO QUENTE/FRIO, 60 HZ, CLASSIFICACAO ENERGETICA A - SELO PROCEL, GAS HFC, CONTROLE S/ FIO', 'Ar Condicionado Split On/Off, Cassete (Teto), 48000 BTUS/H, Ciclo Quente/Frio, 60 Hz, Classificação Energética A - Selo Procel, Gás HFC, Controle S/ Fio']",['Ar Condicionado']
anel em concreto armado liso p pocos de inspecao sem fundo diam 60cm e altura de 30cm,2,"['ANEL EM CONCRETO ARMADO, LISO, P/ POÇOS DE INSPEÇÃO, SEM FUNDO, DIAM. 60CM E ALTURA DE 30CM']",['Artefatos de Concreto']
anel dn 1000 pbje x 1000 ea2,2,['Anel DN 1000 PBJE x 1000 EA2'],['Outros - Materiais Hidráulicos']
anel de vedacao junta elastica h 16 mm para tubo de concreto dn 500 mm,2,"['ANEL DE VEDACAO/JUNTA ELASTICA, H = *16* MM, PARA TUBO DE CONCRETO DN 500 MM', 'ANEL DE VEDACAO/JUNTA ELASTICA, H = 16 MM, PARA TUBO DE CONCRETO, DN 500 MM']","['Aduela de Concreto', 'Tubos e conexões industriais']"
anel de concreto armado d 0 60 m h 0 30 m,2,"['ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,30 M']","['Aduela de Concreto', 'Artefatos de Concreto']"
anel de concreto armado d 0 60 m h 0 15 m,2,"['ANEL DE CONCRETO ARMADO, D = 0,60 M, H = 0,15 M']","['Aduela de Concreto', 'Artefatos de Concreto']"
tomada simples,2,['Tomada simples'],"['Tomadas, interruptores e plugues']"
tomada keystone rj45 compativel com tampa condulete,2,"['Tomada keystone RJ45, compatível com tampa condulete.']","['Tomadas, interruptores e plugues']"
tomada dupla horizontal 20a branca atender nrb 5410 compativel com caixa condulete,2,"['Tomada dupla horizontal 20A, branca, atender NRB 5410, compatível com caixa condulete.']","['Tomadas, interruptores e plugues']"
tomada caixa de sobrepor 1 tomada 2p t 20 a,2,"['Tomada caixa de sobrepor 1 tomada 2P+T 20 A', 'Tomada caixa de sobrepor 1 tomada 2p + T 20 A']","['Tomadas, interruptores e plugues']"
tomada caixa de sobrepor 1 tomada 2p t 10 a,2,"['Tomada caixa de sobrepor 1 tomada 2P+T 10 A', 'Tomada caixa de sobrepor 1 tomada 2p + T 10 A']","['Tomadas, interruptores e plugues']"
tomada barra dupla 2p t 20a modelo tmu2 320,2,['Tomada barra dupla 2P + T 20A modelo Tmu2-320.'],"['Tomadas, interruptores e plugues']"
tinta piso,2,"['TINTA PISO', 'Tinta Piso']","['Revestimentos', 'Verniz e Solvente']"
tinta liquida esmalte sintetico preta fosco base solvente galao 3 6l,2,"['Tinta líquida esmalte sintético - preta fosco - base solvente - galão 3,6L', 'Tinta líquida esmalte sintético preta fosco - base solvente - galão 3,6L']",['Verniz e Solvente']
tinta latex pva premium cor branca,2,"['TINTA LATEX PVA PREMIUM, COR BRANCA']",['Verniz e Solvente']
tinta esmalte sintetico brilhante branco 3 6lts,2,"['TINTA ESMALTE SINTETICO BRILHANTE BRANCO 3,6LTS']",['Verniz e Solvente']
tinta esmalte acetinado branco 3 6l,2,"['TINTA ESMALTE ACETINADO BRANCO 3,6L']",['Verniz e Solvente']
ancinho,2,"['ANCINHO', 'Ancinho']",['Ferramentas para Jardim']
alicate de corte,2,"['ALICATE DE CORTE', 'Alicate de corte']",['Ferramentas Manuais']
alicate de bico,2,"['ALICATE DE BICO', 'Alicate de bico']",['Ferramentas Manuais']
alcapoes,2,['Alçapões'],"['Gesso e Drywall', 'Perfis para Steel Frame']"
alca preformada de servico em aco galvanizado para condutores de aluminio awg 6 caa 6 1,2,"['ALCA PREFORMADA DE SERVICO, EM ACO GALVANIZADO, PARA CONDUTORES DE ALUMINIO AWG 6 (CAA 6/1)', 'ALÇA PREFORMADA DE SERVIÇO, EM AÇO GALVANIZADO, PARA CONDUTORES DE ALUMÍNIO  AWG 6 (CAA 6/1)']",['Formas']
aguarras 900ml,2,['Aguarrás 900ml'],['Verniz e Solvente']
aduela de concreto pre moldada 2 50 x 2 50,2,"['Aduela De Concreto Pré Moldada 2,50 X 2,50']",['Aduela de Concreto']
ar condicionado split inverter hi wall parede 12000 btu h ciclo frio 60hz classificacao a selo procel gas hfc controle s fio,2,"['AR CONDICIONADO SPLIT INVERTER, HI-WALL (PAREDE), 12000 BTU/H, CICLO FRIO, 60HZ CLASSIFICACAO A (SELO PROCEL), GAS HFC, CONTROLE S/FIO', 'AR CONDICIONADO SPLIT INVERTER, HI-WALL (PAREDE), 12000 BTU/H, CICLO FRIO, 60HZ, CLASSIFICACAO A (SELO PROCEL), GAS HFC, CONTROLE S/FIO']",['Ar Condicionado']
ar condicionado split,2,['AR CONDICIONADO SPLIT'],['Ar Condicionado']
ar condicionado piso teto minimo de 57 000 btus,2,"['AR CONDICIONADO PISO TETO, MÍNIMO DE 57.000 BTUS']",['Ar Condicionado']
ar condicionado 32 000 btus,2,['Ar condicionado 32.000 BTUS'],['Ar Condicionado']
ar condicionado 24 000 btus,2,['Ar condicionado 24.000 BTUS'],['Ar Condicionado']
ar condicionado 18 000 btus,2,['Ar condicionado 18.000 BTUS'],['Ar Condicionado']
ar condicionado 12 000 btus,2,['Ar condicionado 12.000 BTUS'],['Ar Condicionado']
apoio do porta dente para fresadora de asfalto,2,"['APOIO DO PORTA DENTE PARA FRESADORA DE  ASFALTO', 'APOIO DO PORTA DENTE PARA FRESADORA DE ASFALTO']","['Acessórios de Portas e Janelas', 'Frasadores e Recicladoras de Asfalto']"
aparelho de apoio de neoprene fretado 60 x 45 x 7 6 cm com fretagem de aco de 4 mm intercaladas com elastomero de 11 mm e revestimento final com elastomero de 6 mm,2,"['APARELHO DE APOIO DE NEOPRENE FRETADO, 60 X 45 X 7,6 CM, COM FRETAGEM DE ACO DE 4 MM INTERCALADAS COM ELASTOMERO DE 11 MM E REVESTIMENTO FINAL COM ELASTOMERO DE 6 MM', 'APARELHO DE APOIO DE NEOPRENE FRETADO, 60 X 45 X 7,6 CM, COM FRETAGEM DE AÇO DE 4 MM INTERCALADAS COM ELASTÔMERO DE 11 MM E REVESTIMENTO FINAL COM ELASTÔMERO DE 6 MM']",['Isolamento']
tubo de polietileno de alta densidade pead pe 80 de 1400 mm x 42 9 mm parede sdr 32 25 pn 04 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 1200 mm x 37 2 mm parede sdr 32 25 pn 04 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 110 mm x 10 0 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 1000 mm x 38 5 mm parede sdr 26 pn 05 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de pead corrugado dupla parede dn 200mm,2,['Tubo de PEAD corrugado dupla parede DN 200mm'],['Canos e Conexões Hidráulicas']
tubo de esgoto serie normal dn75mm,2,['Tubo de esgoto - Série Normal - DN75mm'],['Sanitário']
tubo de esgoto serie normal dn50mm,2,['Tubo de esgoto - Série Normal - DN50mm'],['Sanitário']
tubo de esgoto serie normal dn100mm,2,['Tubo de esgoto - Série Normal - DN100mm'],['Sanitário']
tubo de concreto armado para esgoto sanitario classe ea 2 com encaixe ponta e bolsa com junta elastica diametro nominal de 600 mm,2,"['TUBO DE CONCRETO ARMADO PARA ESGOTO SANITARIO, CLASSE EA-2, COM ENCAIXE PONTA E BOLSA, COM JUNTA ELASTICA, DIAMETRO NOMINAL DE 600 MM']","['Concreto', 'Sanitário']"
tubo de concreto 50 cm mf ps1 simples,2,['Tubo de concreto 50 cm MF. PS1. Simples.'],['Aduela de Concreto']
tubo de concreto 40 cm mf pa1 armado,2,['Tubo de concreto 40 cm MF. PA1. Armado.'],['Aduela de Concreto']
tubo corrugado pead parede dupla interna lisa jei dn di 1000 mm para saneamento drenagem esgoto,2,"['TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 1000 MM, PARA SANEAMENTO (DRENAGEM/ESGOTO)']",['Canos e Conexões Hidráulicas']
tubo com flanges dn 80 classe k7 em ferro fundido ductil conforme norma nbr 15420 comprimento 1500mm,2,"['TUBO COM FLANGES - DN 80, CLASSE K7 - EM FERRO FUNDIDO DÚCTIL, CONFORME NORMA NBR 15420 - COMPRIMENTO 1500MM']",['Canos e Conexões Hidráulicas']
tubo ac,2,['TUBO AC'],['Tubos e conexões industriais']
transformador 300kva classe de tensao kv 15 tensao primaria kv 10 8 a 13 8 tensao secundaria kv 440 254 enrolamento aluminio,2,"['Transformador  - 300kva - Classe de tensão (KV) 15 - Tensão primária (KV):10,8 a 13,8 - Tensão secundária (KV): 440/254 - Enrolamento: Aluminio']",['Transformadores de Energia']
anel concreto pre moldado tipo conico dn 1000,2,['Anel Concreto Pre Moldado Tipo: Conico Dn 1000'],['Artefatos de Concreto']
adesivo plastico pvc incolor 175g c pincel,2,['ADESIVO PLASTICO PVC INCOLOR 175G C/ PINCEL'],['Acessórios para Banheiro']
adaptador pvc pba bolsa rosca je dn 100 de 110 mm,2,"['ADAPTADOR, PVC PBA, BOLSA/ROSCA, JE, DN 100 / DE 110 MM', 'adaptador, PVC PBA, Bolsa/Rosca, JE, DN 100 / DE 110 MM']","['Canos e Conexões Hidráulicas', 'Tomadas, interruptores e plugues']"
adaptador para tomada padrao antigo,2,['Adaptador para tomada padrão antigo'],"['Tomadas, interruptores e plugues']"
tubo hidraulico pvc soldavel 75mm para agua fria com 6m,2,['Tubo hidráulico PVC soldável 75mm para água fria com 6m'],['Canos e Conexões Hidráulicas']
tubo de polietileno de alta densidade pead pe 80 de 900 mm x 34 7 mm parede sdr 26 pn 05 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']","['Canos e Conexões Hidráulicas', 'Sanitário']"
tubo de polietileno de alta densidade pead pe 80 de 800 mm x 30 8 mm parede sdr 26 pn 05 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 800 MM X 30,8 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 800 MM X 30,8 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 75 mm x 6 9 mm parede srd 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 75 MM X 6,9 MM PAREDE, ( SRD 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 75 MM X 6,9 MM PAREDE, ( SRD 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 730 mm x 34 1 mm parede sdr 21 pn 06 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 730 MM X 34,1 MM PAREDE, ( SDR 21 - PN 06 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 730 MM X 34,1 MM PAREDE, ( SDR 21 - PN 06 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 630 mm x 57 3 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 630 MM X 57,3 MM PAREDE (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 630 MM X 57,3 MM PAREDE (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 500 mm x 45 5 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 500 MM X 45,5 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 500 MM X 45,5 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']","['Canos e Conexões Hidráulicas', 'Sanitário']"
tubo de polietileno de alta densidade pead pe 80 de 50 mm x 4 6 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 50 MM X 4,6 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 50 MM X 4,6 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']","['Canos e Conexões Hidráulicas', 'Sanitário']"
tubo de polietileno de alta densidade pead pe 80 de 400 mm x 36 4 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 400 MM X 36,4 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 400 MM X 36,4 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 315 mm x 28 7 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 200 mm x 18 2 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 1600 mm x 49 0 mm parede sdr 32 25 pn 04 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
tubo de polietileno de alta densidade pead pe 80 de 160 mm x 14 6 mm parede sdr 11 pn 12 5 para rede de agua ou esgoto nbr 15561,2,"['TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO ( NBR 15561)', 'TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)']",['Sanitário']
abracadeira metalica para lampada tubular led t8,2,['Abraçadeira metálica para lâmpada tubular LED T8.'],['Lâmpadas']
vidro fantasia tipo martelado incolor 2 20x1 70m 4mm,2,"['VIDRO FANTASIA, TIPO MARTELADO, INCOLOR – 2,20x1,70m/4mm']",['Vidros para Sacadas']
vidro fantasia tipo canelado incolor 2 20x1 70m 4mm,2,"['VIDRO FANTASIA TIPO CANELADO, INCOLOR – 2,20x1,70m/4mm']",['Vidros para Sacadas']
vidro comum liso incolor 2 20x1 60m 6mm,2,"['VIDRO COMUM LISO, INCOLOR – 2,20x1,60m/6mm']",['Vidros para Sacadas']
vidro comum liso incolor 2 20x1 60m 5mm,2,"['VIDRO COMUM LISO, INCOLOR – 2,20x1,60m/5mm']",['Vidros para Sacadas']
vidro comum liso incolor 2 20x1 60m 4mm,2,"['VIDRO COMUM LISO, INCOLOR – 2,20x1,60m/4mm']",['Vidros para Sacadas']
vidro comum liso incolor 2 20x1 60m 3mm,2,"['VIDRO COMUM LISO, INCOLOR – 2,20x1,60m/3mm']",['Vidros para Sacadas']
vibroacabadora de asfalto sobre esteiras larg pavim max 8 00 m pot 100 kw 134 hp cap 600 t h,2,"['VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MAX. 8,00 M, POT. 100 KW/ 134 HP, CAP.  600 T/ H', 'VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. MAX. 8,00 M, POT. 100 KW/ 134 HP, CAP. 600 T/ H']","['Tomadas, interruptores e plugues']"
vibroacabadora de asfalto sobre esteiras larg pavim 2 13 m a 4 55 m pot 74 kw 100 hp cap 400 t h,2,"['VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,13 M A 4,55 M, POT. 74 KW/ 100 HP, CAP. 400  T/ H', 'VIBROACABADORA DE ASFALTO SOBRE ESTEIRAS, LARG. PAVIM. 2,13 M A 4,55 M, POT. 74 KW/ 100 HP, CAP. 400 T/ H']","['Tomadas, interruptores e plugues']"
abracadeira de nylon,2,['Abraçadeira de nylon'],['Ferragens para Fixar e Montar']
vergalhao de aco nervurado ca 50 20mm 12m,2,['Vergalhão de aço nervurado CA-50 20mm 12m'],"['Aços para Construção', 'Ferragens']"
tubo pvc soldavel marrom 4 0 20mm 6mts,2,['Tubo PVC soldável marrom 4/0-20mm 6Mts'],['Canos e Conexões Hidráulicas']
tubo pvc soldavel marrom 1 2 20mm 6mts,2,['Tubo PVC soldável marrom 1/2-20mm 6Mts'],['Canos e Conexões Hidráulicas']
tubo pvc pba jei classe 12 dn 75mm para rede de agua nbr 5647,2,['Tubo PVC PBA JEI Classe 12 DN 75mm para rede de água (NBR 5647)'],['Canos e Conexões Hidráulicas']
tubo pvc 20mm 6mts,2,['TUBO PVC 20mm 6Mts'],['Canos e Conexões Hidráulicas']
tubo pead dn di dn de 800 corrugado parede dupla liso internamente e corrugado externamente dn di dn de 800 mm e com diametro interno minimo igual ou maior a 669mm classe de rigidez sn4 atendimento integral as normas abnt nbr iso 21138 1 e iso 21138 3 fornecido em barras de 6 mde comprimento com anel de vedacao,2,"['Tubo PEAD DN/DI / DN/DE 800 corrugado parede dupla, liso internamente e corrugado externamente, DN/DI / DN/DE 800 mm e com diâmetro interno mínimo igual ou maior a 669mm, classe de rigidez SN4. Atendimento integral às normas ABNT NBR ISO 21138-1 e ISO 21138-3. Fornecido em barras de 6 mde comprimento com anel de vedação.']",['Canos e Conexões Hidráulicas']
tubo ø40,2,['Tubo Ø40'],['Canos de Concreto']
tubo ø32,2,['Tubo Ø32'],['Canos de Concreto']
tubo ø25,2,['Tubo Ø25'],['Canos de Concreto']
tubo ø150,2,['Tubo Ø150'],['Canos de Concreto']
tubo ø100,2,['Tubo Ø100'],"['Tomadas, interruptores e plugues']"
acrilico toque seda branco acet 3 6l,2,"['ACRILICO TOQUE SEDA BRANCO ACET 3,6L']",['Verniz e Solvente']
acrilico protecao total branco 18l,2,['ACRILICO PROTECAO TOTAL BRANCO 18L'],['Verniz e Solvente']
acrilico fosco completo branco neve 3 6l,2,"['ACRILICO FOSCO COMPLETO BRANCO NEVE 3,6L']",['Verniz e Solvente']
acrilico fosco completo branco 18l,2,['ACRILICO FOSCO COMPLETO BRANCO 18L'],['Verniz e Solvente']
acrilico acetinado toque seda branco 18l,2,['ACRILICO ACETINADO TOQUE SEDA BRANCO 18L'],['Verniz e Solvente']
aco sae 1020 ou a36,2,['AÇO SAE 1020 ou A36'],['Insumos metálicos']
aco inoxidavel,2,"['Aço inoxidavel', 'aço inoxidável']","['Aços para Construção', 'Outros - Ferragens']"
aco ca 50 8 0 mm vergalhao,2,"['ACO CA-50, 8,0 MM, VERGALHAO', 'AÇO CA 50 8,0 MM - VERGALHÃO']",['Aços para Construção']
aco ca 50 6 3 mm vergalhao,2,"['ACO CA-50, 6,3 MM, VERGALHAO', 'AÇO CA 50 6,3 MM - VERGALHÃO']",['Aços para Construção']
aco ca 50,2,"['Aço CA 50', 'Aço CA-50']",['Aços para Construção']
abracadeira para aterramento de mastro eletroduto com conector universal ref termotecnica tel 805,2,['ABRAÇADEIRA PARA ATERRAMENTO DE MASTRO/ELETRODUTO COM CONECTOR UNIVERSAL. REF. TERMOTÉCNICA TEL 805'],['Para Raios e SPDA']
